age,gender,city_tier,marital_status,dependents,education,occupation,years_experience,employer_type,job_switches,monthly_salary,monthly_expenses,disposable_income,income_volatility,savings_balance,existing_investments,bank_relationship_years,credit_score,credit_history_length_years,num_credit_cards,total_credit_limit,credit_card_outstanding,credit_utilization_ratio,existing_loans_count,existing_emi,past_defaults,late_payments_last_12m,loan_purpose,requested_loan_amount,loan_tenure_months,interest_rate_pct,emi,collateral_available,co_applicant,emi_to_income_ratio,loan_to_income_ratio,total_debt_to_income_ratio,expense_to_income_ratio,disposable_income_after_loan,savings_to_loan_ratio,debt_burden_score,delinquency_score,income_stability_score,employment_tenure_ratio,credit_maturity_score,loan_amount_to_salary_multiple,has_collateral_flag,has_co_applicant_flag,default
36,Male,Tier-3,Married,2,Master's,Gig/Freelance,14,Startup,3,19800.0,6900.0,12900.0,0.572,102600.0,44300.0,13,472,13,3,98000.0,63300.0,0.646,0,0.0,0,3,Home,678000.0,180,11.22,7800.0,1,0,0.394,2.854,0.49,0.348,5100.0,0.151,0.391,3,0.529,4.67,0.682,34.2,1,0,0
28,Female,Tier-2,Single,0,Master's,Salaried - Private,9,Large Domestic Co.,1,62300.0,27000.0,35300.0,0.256,249300.0,39000.0,3,512,2,2,95000.0,55600.0,0.585,1,4400.0,2,2,Home,3411000.0,300,10.87,33112.0,1,0,0.602,4.563,0.629,0.433,-2212.0,0.073,0.516,6,0.581,9.0,0.284,54.8,1,0,1
23,Female,Tier-2,Single,0,Bachelor's,Salaried - Private,2,Large Domestic Co.,1,27400.0,8600.0,18800.0,0.187,26800.0,15800.0,2,600,2,3,60000.0,24200.0,0.403,0,0.0,2,2,Home,1115000.0,240,10.93,11456.0,1,0,0.418,3.391,0.445,0.314,7344.0,0.024,0.33,6,0.528,2.0,0.284,40.7,1,0,0
36,Male,Tier-1,Single,0,High School,Self-Employed - Professional,16,Self-Employed,4,50100.0,11500.0,38600.0,0.389,1209400.0,640600.0,12,681,11,1,74000.0,22700.0,0.307,2,3700.0,1,0,Home,2794000.0,120,9.05,35469.0,1,0,0.782,4.647,0.795,0.23,-569.0,0.433,0.563,2,0.657,4.0,0.642,55.8,1,0,0
38,Female,Tier-3,Married,3,Master's,Salaried - Private,14,MNC,2,31000.0,12600.0,18400.0,0.182,260400.0,97800.0,16,586,15,0,0.0,0.0,0.0,1,1000.0,1,3,Vehicle,173000.0,60,10.75,3740.0,1,0,0.153,0.465,0.153,0.406,13660.0,1.505,0.116,5,0.786,7.0,0.716,5.6,1,0,0
26,Male,Tier-1,Single,0,PhD/Professional,Salaried - Private,5,Large Domestic Co.,0,62800.0,19200.0,43600.0,0.163,228300.0,43600.0,6,562,5,1,48000.0,24200.0,0.504,0,0.0,0,0,Personal,361000.0,24,15.49,17588.0,1,0,0.28,0.479,0.292,0.306,26012.0,0.632,0.291,0,0.61,5.0,0.463,5.7,1,0,0
26,Female,Tier-2,Married,3,High School,Self-Employed - Business,7,Self-Employed,1,19300.0,11300.0,8000.0,0.491,51000.0,22400.0,4,563,2,2,125000.0,69400.0,0.555,0,0.0,1,1,Home,642000.0,120,10.42,8634.0,1,1,0.447,2.772,0.555,0.585,-634.0,0.079,0.39,3,0.423,7.0,0.284,33.3,1,1,0
24,Male,Tier-2,Married,1,Bachelor's,Salaried - PSU,5,SME,2,38100.0,10200.0,27900.0,0.113,148500.0,3900.0,0,601,0,1,56000.0,23400.0,0.418,2,4500.0,0,1,Business Expansion,372000.0,24,14.11,17880.0,0,0,0.587,0.814,0.606,0.268,5520.0,0.399,0.499,1,0.595,2.5,0.0,9.8,0,0,0
48,Male,Tier-2,Married,0,Master's,Unemployed/Student,0,Not Employed,0,8000.0,4300.0,3700.0,0.692,0.0,0.0,26,522,26,1,35000.0,19200.0,0.549,0,0.0,0,2,Personal,25000.0,12,16.06,2269.0,0,0,0.284,0.26,0.356,0.538,1431.0,0.0,0.307,2,0.335,0.0,0.851,3.1,0,0,0
44,Female,Tier-2,Single,1,Diploma,Salaried - Private,22,SME,4,30600.0,12900.0,17700.0,0.135,554000.0,131500.0,23,654,22,1,53000.0,20400.0,0.385,1,1600.0,0,0,Home,984000.0,120,9.38,12668.0,1,1,0.466,2.68,0.486,0.422,3432.0,0.563,0.389,0,0.919,5.5,0.81,32.2,1,1,0
36,Female,Tier-2,Married,3,Diploma,Salaried - Private,13,SME,1,42200.0,19700.0,22500.0,0.108,385800.0,201700.0,13,629,12,2,122000.0,60700.0,0.498,0,0.0,0,0,Vehicle,420000.0,84,11.08,7209.0,1,1,0.171,0.829,0.214,0.467,15291.0,0.919,0.235,0,0.795,13.0,0.663,10.0,1,1,0
38,Male,Tier-1,Married,1,Diploma,Gig/Freelance,16,SME,7,25500.0,9000.0,16500.0,0.565,421900.0,56200.0,16,600,16,2,62000.0,30100.0,0.485,1,2000.0,2,0,Home,1487000.0,300,9.38,12868.0,1,0,0.583,4.859,0.618,0.353,1632.0,0.284,0.477,4,0.581,2.29,0.732,58.3,1,0,1
38,Male,Tier-2,Married,3,Bachelor's,Gig/Freelance,15,SME,2,40000.0,19000.0,21000.0,0.583,394700.0,107000.0,14,596,12,3,87000.0,46600.0,0.536,1,3900.0,0,0,Home,1399000.0,300,10.42,13129.0,1,1,0.426,2.915,0.461,0.475,3971.0,0.282,0.414,0,0.543,7.5,0.663,35.0,1,1,0
29,Female,Tier-1,Single,0,Bachelor's,Self-Employed - Business,6,Self-Employed,2,45400.0,17600.0,27800.0,0.53,61800.0,35900.0,4,638,3,5,145000.0,102500.0,0.707,0,0.0,0,2,Home,2421000.0,120,9.84,31780.0,1,1,0.7,4.444,0.768,0.388,-3980.0,0.026,0.562,2,0.387,3.0,0.358,53.3,1,1,1
33,Male,Tier-2,Married,0,Bachelor's,Self-Employed - Business,14,Self-Employed,3,57200.0,15800.0,41400.0,0.402,673200.0,179500.0,15,616,15,3,93000.0,47800.0,0.514,0,0.0,1,5,Home,1756000.0,180,8.97,17779.0,1,0,0.311,2.558,0.336,0.276,23621.0,0.383,0.31,7,0.646,4.67,0.716,30.7,1,0,0
36,Male,Tier-1,Married,3,Bachelor's,Salaried - PSU,15,Large Domestic Co.,3,46300.0,22600.0,23700.0,0.166,291600.0,78100.0,13,569,11,1,45000.0,23300.0,0.518,1,3100.0,0,1,Home,1395000.0,240,10.3,13740.0,1,0,0.364,2.511,0.379,0.488,6860.0,0.209,0.377,1,0.785,5.0,0.642,30.1,1,0,0
51,Male,Tier-2,Married,1,Master's,Gig/Freelance,30,SME,8,53400.0,18100.0,35300.0,0.631,419900.0,53500.0,30,531,29,3,167000.0,108700.0,0.651,1,3500.0,0,2,Gold/Consumer Durable,115000.0,24,16.1,5636.0,1,1,0.171,0.179,0.232,0.339,26164.0,3.651,0.321,2,0.621,3.75,0.879,2.2,1,1,0
42,Male,Tier-2,Married,2,PhD/Professional,Salaried - PSU,23,MNC,4,75000.0,36500.0,38500.0,0.067,850400.0,322400.0,22,614,21,1,57000.0,21800.0,0.382,2,6000.0,0,1,Personal,322000.0,60,13.72,7446.0,0,0,0.179,0.358,0.188,0.487,25054.0,2.641,0.284,1,0.96,5.75,0.798,4.3,0,0,0
24,Male,Tier-3,Single,0,Diploma,Self-Employed - Business,1,Self-Employed,0,17800.0,4900.0,12900.0,0.463,17400.0,5200.0,4,512,2,1,22000.0,13900.0,0.632,2,1300.0,1,2,Vehicle,216000.0,48,12.24,5714.0,1,1,0.394,1.011,0.417,0.275,5886.0,0.081,0.467,4,0.365,1.0,0.284,12.1,1,1,0
25,Female,Tier-1,Married,3,Diploma,Salaried - Private,3,MNC,0,28400.0,16000.0,12400.0,0.146,74600.0,41200.0,4,626,4,4,180000.0,69900.0,0.388,0,0.0,0,0,Personal,102000.0,12,14.69,9191.0,1,1,0.324,0.299,0.397,0.563,3209.0,0.731,0.278,0,0.58,3.0,0.416,3.6,1,1,0
36,Female,Tier-3,Widowed,0,Master's,Unemployed/Student,0,Not Employed,1,8000.0,2500.0,5500.0,0.83,0.0,0.0,15,557,14,2,50000.0,34300.0,0.686,0,0.0,1,1,Gold/Consumer Durable,20000.0,6,15.14,3482.0,0,1,0.435,0.208,0.564,0.312,2018.0,0.0,0.423,3,0.215,0.0,0.7,2.5,0,1,1
60,Male,Tier-2,Married,2,Master's,Self-Employed - Business,40,Self-Employed,8,65200.0,31800.0,33400.0,0.446,1248100.0,367200.0,36,545,35,1,68000.0,33000.0,0.485,0,0.0,0,0,Home,2075000.0,120,10.57,28080.0,1,0,0.431,2.652,0.446,0.488,5320.0,0.601,0.361,0,0.732,5.0,0.926,31.8,1,0,0
27,Female,Tier-3,Single,1,PhD/Professional,Salaried - Private,4,Large Domestic Co.,2,34500.0,15200.0,19300.0,0.129,107000.0,58200.0,3,623,1,0,0.0,0.0,0.0,0,0.0,0,3,Home,1355000.0,240,10.25,13301.0,1,0,0.386,3.273,0.386,0.441,5999.0,0.079,0.193,3,0.595,2.0,0.179,39.3,1,0,0
27,Male,Tier-2,Married,1,Bachelor's,Salaried - Private,7,SME,3,43600.0,11200.0,32400.0,0.116,344300.0,83500.0,3,658,2,6,331000.0,106900.0,0.323,1,2100.0,1,3,Vehicle,458000.0,84,10.58,7741.0,1,0,0.226,0.875,0.299,0.257,22559.0,0.752,0.25,5,0.64,2.33,0.284,10.5,1,0,0
29,Male,Tier-3,Married,1,Diploma,Salaried - PSU,9,MNC,3,21200.0,9500.0,11700.0,0.02,107900.0,53200.0,6,648,6,3,82000.0,39400.0,0.48,0,0.0,0,1,Personal,56000.0,36,13.55,1902.0,1,1,0.09,0.22,0.145,0.448,9798.0,1.927,0.189,1,0.746,3.0,0.503,2.6,1,1,0
61,Male,Tier-2,Divorced,0,Diploma,Self-Employed - Professional,38,Self-Employed,11,59900.0,17400.0,42500.0,0.412,2792200.0,267200.0,36,578,34,1,44000.0,20800.0,0.473,2,6600.0,2,0,Home,2647000.0,240,10.43,26303.0,1,1,0.549,3.683,0.56,0.29,9597.0,1.055,0.496,4,0.753,3.45,0.918,44.2,1,1,0
44,Male,Tier-3,Married,0,Master's,Salaried - Government,25,Government,5,35800.0,16800.0,19000.0,0.023,384300.0,195300.0,21,596,21,0,0.0,0.0,0.0,1,1600.0,1,0,Business Expansion,356000.0,60,13.67,8223.0,0,1,0.274,0.829,0.274,0.469,9177.0,1.079,0.177,2,0.986,5.0,0.798,9.9,0,1,0
33,Female,Tier-1,Widowed,0,Master's,Salaried - Private,10,SME,2,63200.0,12600.0,50600.0,0.171,568200.0,327100.0,15,616,13,3,124000.0,44100.0,0.356,0,0.0,0,0,Home,1965000.0,300,10.0,17856.0,1,0,0.283,2.591,0.303,0.199,32744.0,0.289,0.248,0,0.735,5.0,0.682,31.1,1,0,0
28,Female,Tier-1,Married,1,High School,Gig/Freelance,9,SME,1,18900.0,7500.0,11400.0,0.63,99400.0,28500.0,4,611,2,1,62000.0,35600.0,0.574,0,0.0,0,0,Personal,58000.0,24,14.03,2786.0,0,0,0.147,0.256,0.204,0.397,8614.0,1.714,0.246,0,0.365,9.0,0.284,3.1,0,0,0
35,Male,Tier-1,Single,2,Bachelor's,Salaried - Government,13,Government,5,40800.0,13700.0,27100.0,0.02,466500.0,246200.0,14,584,12,3,60000.0,13500.0,0.225,1,2900.0,0,2,Home,1721000.0,120,9.53,22298.0,1,1,0.618,3.515,0.628,0.336,1902.0,0.271,0.416,2,0.855,2.6,0.663,42.2,1,1,0
40,Other,Tier-3,Widowed,1,Bachelor's,Salaried - Government,17,Government,7,36000.0,13200.0,22800.0,0.028,603100.0,335100.0,17,626,17,5,213000.0,91800.0,0.431,1,3200.0,1,1,Vehicle,381000.0,84,10.97,6518.0,1,1,0.27,0.882,0.346,0.367,13082.0,1.583,0.304,3,0.923,2.43,0.747,10.6,1,1,0
39,Female,Tier-1,Single,1,Master's,Salaried - Private,18,MNC,4,73900.0,32200.0,41700.0,0.189,526100.0,39800.0,18,754,16,2,85000.0,36400.0,0.428,0,0.0,1,0,Vehicle,808000.0,48,9.26,20207.0,1,0,0.273,0.911,0.288,0.436,21493.0,0.651,0.265,2,0.847,4.5,0.732,10.9,1,0,0
43,Male,Tier-1,Married,2,Bachelor's,Salaried - Private,21,SME,9,71500.0,32300.0,39200.0,0.156,1135200.0,249000.0,20,552,19,5,197000.0,101400.0,0.515,2,10000.0,0,1,Vehicle,503000.0,60,11.24,10997.0,1,0,0.294,0.586,0.336,0.452,18203.0,2.257,0.382,1,0.906,2.33,0.774,7.0,1,0,0
31,Male,Tier-2,Single,0,High School,Unemployed/Student,0,Not Employed,1,8000.0,3600.0,4400.0,0.834,0.0,0.0,9,519,7,0,0.0,0.0,0.0,2,1500.0,0,4,Personal,21000.0,60,15.58,506.0,1,0,0.251,0.219,0.251,0.45,2394.0,0.0,0.206,4,0.167,0.0,0.537,2.6,1,0,0
31,Female,Tier-2,Married,2,Bachelor's,Unemployed/Student,0,Not Employed,0,8000.0,3900.0,4100.0,0.793,0.0,0.0,12,590,11,0,0.0,0.0,0.0,0,0.0,1,0,Home,308000.0,120,9.98,4067.0,1,1,0.508,3.208,0.508,0.488,33.0,0.0,0.254,2,0.214,0.0,0.642,38.5,1,1,0
30,Female,Tier-1,Single,0,Master's,Self-Employed - Business,10,Self-Employed,3,72100.0,20100.0,52000.0,0.509,440000.0,26100.0,6,614,5,1,35000.0,14400.0,0.411,0,0.0,0,1,Personal,194000.0,12,14.22,17439.0,1,0,0.242,0.224,0.248,0.279,34561.0,2.268,0.244,1,0.465,3.33,0.463,2.7,1,0,0
54,Male,Tier-2,Married,1,Master's,Salaried - Private,33,Large Domestic Co.,8,83000.0,44700.0,38300.0,0.17,1555900.0,101300.0,32,671,31,1,34000.0,14500.0,0.426,4,27400.0,1,2,Personal,454000.0,60,14.23,10618.0,1,0,0.458,0.456,0.463,0.539,282.0,3.427,0.517,4,0.898,4.12,0.895,5.5,1,0,0
45,Female,Tier-3,Married,2,High School,Salaried - PSU,23,MNC,5,13700.0,6000.0,7700.0,0.048,256400.0,97600.0,22,651,22,4,145000.0,79200.0,0.546,2,2100.0,0,1,Education,87000.0,120,11.6,1228.0,1,0,0.243,0.529,0.416,0.438,4372.0,2.947,0.365,1,0.971,4.6,0.81,6.4,1,0,0
36,Male,Tier-1,Married,1,Bachelor's,Salaried - Government,14,Government,4,46900.0,21400.0,25500.0,0.031,576800.0,89800.0,14,688,12,6,489000.0,197400.0,0.404,1,3800.0,0,2,Home,1643000.0,240,8.59,14352.0,1,0,0.387,2.919,0.513,0.456,7348.0,0.351,0.355,2,0.861,3.5,0.663,35.0,1,0,0
35,Female,Tier-1,Married,0,Master's,Salaried - Private,12,Startup,4,78300.0,30100.0,48200.0,0.041,1161800.0,70600.0,14,711,12,6,407000.0,187100.0,0.46,2,7500.0,1,0,Education,511000.0,84,11.91,8996.0,1,0,0.211,0.544,0.282,0.384,31704.0,2.274,0.324,2,0.83,3.0,0.663,6.5,1,0,0
26,Male,Tier-1,Married,1,Diploma,Salaried - Private,8,SME,2,33600.0,11600.0,22000.0,0.207,222800.0,130400.0,6,520,4,5,311000.0,116600.0,0.375,1,3200.0,1,1,Gold/Consumer Durable,82000.0,24,16.31,4027.0,1,1,0.215,0.203,0.319,0.345,14773.0,2.717,0.26,3,0.621,4.0,0.416,2.4,1,1,0
61,Female,Tier-1,Married,2,Bachelor's,Salaried - Private,38,Large Domestic Co.,12,62200.0,22000.0,40200.0,0.202,1455000.0,98800.0,41,606,39,3,188000.0,67500.0,0.359,3,17100.0,0,1,Vehicle,667000.0,48,10.81,17177.0,1,0,0.551,0.894,0.584,0.354,5923.0,2.181,0.503,1,0.879,3.17,0.953,10.7,1,0,0
62,Male,Tier-1,Married,0,Master's,Salaried - Private,40,SME,11,100900.0,35600.0,65300.0,0.143,1814100.0,1049200.0,41,693,39,2,62000.0,24600.0,0.397,1,5900.0,0,0,Education,519000.0,84,10.89,8857.0,0,0,0.146,0.429,0.154,0.353,50543.0,3.495,0.232,0,0.914,3.64,0.953,5.1,0,0,0
29,Male,Tier-3,Married,0,Master's,Salaried - Government,9,Government,0,21300.0,8000.0,13300.0,0.02,198100.0,46200.0,8,726,6,4,175000.0,43300.0,0.247,0,0.0,0,0,Home,885000.0,300,8.58,7174.0,1,0,0.337,3.462,0.398,0.376,6126.0,0.224,0.243,0,0.76,9.0,0.503,41.5,1,0,0
31,Male,Tier-3,Single,0,High School,Salaried - Private,11,SME,1,12900.0,4300.0,8600.0,0.188,193000.0,114200.0,9,578,7,1,61000.0,21000.0,0.344,1,400.0,3,0,Home,440000.0,240,10.75,4467.0,1,0,0.377,2.842,0.426,0.333,3733.0,0.439,0.332,6,0.692,11.0,0.537,34.1,1,0,1
48,Other,Tier-2,Married,3,Diploma,Salaried - Private,30,SME,9,37500.0,19800.0,17700.0,0.141,539800.0,238700.0,26,638,26,1,25000.0,7300.0,0.292,4,11400.0,0,0,Home,1058000.0,180,10.21,11506.0,1,0,0.611,2.351,0.617,0.528,-5206.0,0.51,0.553,0,0.915,3.33,0.851,28.2,1,0,0
30,Female,Tier-1,Widowed,0,High School,Salaried - PSU,11,Startup,3,19700.0,5800.0,13900.0,0.033,284600.0,45400.0,8,641,8,1,46000.0,11600.0,0.252,1,1300.0,0,2,Business Expansion,302000.0,60,13.48,6946.0,0,0,0.419,1.277,0.436,0.294,5654.0,0.942,0.325,2,0.778,3.67,0.568,15.3,0,0,0
32,Female,Tier-2,Married,0,Master's,Salaried - Private,12,MNC,3,49400.0,18200.0,31200.0,0.042,523500.0,313000.0,9,612,7,0,0.0,0.0,0.0,1,4900.0,1,0,Personal,165000.0,24,14.58,7967.0,1,0,0.26,0.278,0.26,0.368,18333.0,3.173,0.17,2,0.792,4.0,0.537,3.3,1,0,0
35,Male,Tier-1,Single,0,Master's,Salaried - Private,12,Large Domestic Co.,1,81200.0,17800.0,63400.0,0.198,708700.0,155100.0,17,683,15,3,169000.0,62500.0,0.37,0,0.0,1,1,Personal,435000.0,60,13.17,9935.0,1,1,0.122,0.446,0.145,0.219,53465.0,1.629,0.172,3,0.759,12.0,0.716,5.4,1,1,0
63,Female,Tier-3,Married,2,High School,Salaried - Government,39,Government,7,18700.0,11600.0,7100.0,0.078,249000.0,18600.0,40,693,40,1,91000.0,27500.0,0.302,2,1600.0,0,3,Home,888000.0,120,8.72,11115.0,1,0,0.68,3.957,0.724,0.62,-5615.0,0.28,0.511,3,0.953,5.57,0.959,47.5,1,0,0
48,Female,Tier-1,Married,3,Diploma,Salaried - Private,25,SME,6,42300.0,18800.0,23500.0,0.02,737800.0,115500.0,24,649,22,2,147000.0,66800.0,0.454,3,11300.0,1,0,Home,2027000.0,240,9.63,19067.0,1,0,0.718,3.993,0.765,0.444,-6867.0,0.364,0.615,2,0.988,4.17,0.81,47.9,1,0,1
41,Female,Tier-2,Single,1,Master's,Salaried - Private,17,MNC,3,60100.0,30200.0,29900.0,0.181,833500.0,138000.0,16,647,15,3,253000.0,131400.0,0.519,1,3700.0,1,1,Home,2975000.0,180,9.22,30565.0,1,0,0.57,4.125,0.636,0.502,-4365.0,0.28,0.481,3,0.824,5.67,0.716,49.5,1,0,0
62,Male,Tier-1,Single,1,Diploma,Salaried - Government,40,Government,9,33400.0,11000.0,22400.0,0.059,1181300.0,206700.0,37,609,35,5,190000.0,56300.0,0.296,0,0.0,0,1,Gold/Consumer Durable,64000.0,6,15.97,11169.0,0,0,0.334,0.16,0.385,0.329,11231.0,18.458,0.256,1,0.965,4.44,0.926,1.9,0,0,0
35,Female,Tier-2,Married,2,Bachelor's,Salaried - Government,16,Government,4,25200.0,9900.0,15300.0,0.109,334300.0,76400.0,16,728,14,3,125000.0,39400.0,0.315,3,3100.0,0,2,Education,167000.0,84,10.8,2842.0,0,1,0.236,0.552,0.283,0.393,9358.0,2.002,0.332,2,0.855,4.0,0.7,6.6,0,1,0
28,Male,Tier-2,Single,0,PhD/Professional,Self-Employed - Business,8,Self-Employed,3,57500.0,20000.0,37500.0,0.479,475700.0,89100.0,8,632,6,4,86000.0,37000.0,0.43,0,0.0,2,0,Personal,302000.0,24,13.87,14481.0,0,0,0.252,0.438,0.271,0.348,23019.0,1.575,0.255,4,0.473,2.67,0.503,5.3,0,0,0
36,Female,Tier-2,Married,1,Bachelor's,Salaried - Private,16,Startup,4,40900.0,13800.0,27100.0,0.157,442600.0,206200.0,14,679,12,4,304000.0,144100.0,0.474,3,10900.0,1,1,Home,1080000.0,300,8.93,9012.0,1,1,0.487,2.2,0.593,0.337,7188.0,0.41,0.506,3,0.811,4.0,0.663,26.4,1,1,0
36,Female,Tier-2,Single,0,Bachelor's,Gig/Freelance,18,SME,6,38100.0,10600.0,27500.0,0.669,424300.0,20400.0,14,586,12,6,154000.0,100300.0,0.651,2,3300.0,0,2,Home,1211000.0,180,9.89,12932.0,1,0,0.426,2.649,0.505,0.278,11268.0,0.35,0.488,2,0.529,3.0,0.663,31.8,1,0,0
58,Female,Tier-2,Divorced,0,Master's,Salaried - Government,38,Government,12,57100.0,15500.0,41600.0,0.063,1623400.0,362000.0,35,795,34,1,67000.0,18400.0,0.275,1,2500.0,0,1,Vehicle,663000.0,48,9.48,16650.0,1,1,0.335,0.968,0.345,0.271,22450.0,2.449,0.29,1,0.962,3.17,0.918,11.6,1,1,0
34,Female,Tier-2,Widowed,0,Diploma,Salaried - Government,13,Government,4,50900.0,12700.0,38200.0,0.062,687200.0,327800.0,9,669,9,5,139000.0,53700.0,0.386,1,3000.0,0,0,Home,1885000.0,240,9.34,17374.0,1,0,0.4,3.086,0.432,0.25,17826.0,0.365,0.356,0,0.793,3.25,0.595,37.0,1,0,0
37,Female,Tier-1,Married,1,Master's,Salaried - Private,14,SME,2,55600.0,25600.0,30000.0,0.074,319400.0,55100.0,17,662,15,1,23000.0,6500.0,0.283,2,6600.0,1,0,Home,1410000.0,180,10.12,15256.0,1,1,0.393,2.113,0.397,0.46,8144.0,0.227,0.361,2,0.858,7.0,0.716,25.4,1,1,0
31,Male,Tier-1,Single,0,Bachelor's,Self-Employed - Business,6,Self-Employed,0,44300.0,15900.0,28400.0,0.473,132000.0,48100.0,8,608,8,0,0.0,0.0,0.0,1,2500.0,1,2,Home,1570000.0,180,9.69,16575.0,1,0,0.431,2.953,0.431,0.359,9325.0,0.084,0.256,4,0.451,6.0,0.568,35.4,1,0,0
27,Female,Tier-2,Married,5,Bachelor's,Salaried - Private,4,SME,1,34600.0,20100.0,14500.0,0.099,73300.0,40000.0,6,613,5,2,126000.0,46500.0,0.369,1,2900.0,0,0,Home,1138000.0,180,9.55,11918.0,1,1,0.428,2.741,0.469,0.581,-318.0,0.064,0.365,0,0.636,4.0,0.463,32.9,1,1,0
29,Male,Tier-2,Single,1,High School,Unemployed/Student,0,Not Employed,1,8000.0,2600.0,5400.0,0.852,0.0,0.0,8,430,7,0,0.0,0.0,0.0,1,600.0,0,6,Vehicle,46000.0,36,13.43,1559.0,1,0,0.27,0.479,0.27,0.325,3241.0,0.0,0.175,6,0.149,0.0,0.537,5.8,1,0,0
30,Female,Tier-3,Married,3,Diploma,Salaried - Private,7,Startup,3,23400.0,13600.0,9800.0,0.153,58100.0,34400.0,8,616,7,1,73000.0,33400.0,0.458,0,0.0,0,2,Personal,84000.0,24,13.95,4031.0,0,0,0.172,0.299,0.215,0.581,5769.0,0.692,0.223,2,0.656,2.33,0.537,3.6,0,0,0
30,Male,Tier-3,Single,0,Bachelor's,Unemployed/Student,0,Not Employed,0,8000.0,2100.0,5900.0,0.88,0.0,0.0,8,457,8,0,0.0,0.0,0.0,0,0.0,1,3,Home,434000.0,300,11.7,4475.0,1,0,0.559,4.521,0.559,0.262,1425.0,0.0,0.28,5,0.132,0.0,0.568,54.2,1,0,1
31,Female,Tier-1,Married,0,Bachelor's,Self-Employed - Business,10,Self-Employed,1,39800.0,15100.0,24700.0,0.419,279400.0,96600.0,10,635,10,2,100000.0,43000.0,0.43,0,0.0,0,1,Personal,182000.0,12,14.15,16354.0,0,0,0.411,0.381,0.443,0.379,8346.0,1.535,0.334,1,0.549,10.0,0.619,4.6,0,0,0
49,Female,Tier-2,Married,0,Bachelor's,Self-Employed - Professional,26,Self-Employed,4,66500.0,26400.0,40100.0,0.392,1299400.0,398000.0,27,626,27,2,108000.0,33800.0,0.313,1,3800.0,1,1,Gold/Consumer Durable,113000.0,24,14.69,5462.0,1,0,0.139,0.142,0.155,0.397,30838.0,11.499,0.203,3,0.765,6.5,0.861,1.7,1,0,0
27,Female,Tier-1,Single,0,Bachelor's,Salaried - PSU,5,SME,1,42300.0,15400.0,26900.0,0.022,135200.0,38200.0,6,673,6,1,34000.0,15300.0,0.45,0,0.0,1,2,Education,316000.0,60,12.19,7060.0,1,0,0.167,0.623,0.178,0.364,19840.0,0.428,0.219,4,0.694,5.0,0.503,7.5,1,0,0
46,Male,Tier-1,Married,0,Bachelor's,Gig/Freelance,25,SME,8,33700.0,8400.0,25300.0,0.598,671000.0,73300.0,24,605,22,2,138000.0,60800.0,0.441,3,4700.0,2,2,Personal,119000.0,12,14.71,10724.0,1,0,0.458,0.294,0.512,0.249,9876.0,5.639,0.481,6,0.641,3.12,0.81,3.5,1,0,0
52,Male,Tier-1,Married,3,Master's,Salaried - Private,32,SME,8,84800.0,44600.0,40200.0,0.104,3027300.0,1326500.0,30,590,28,4,291000.0,98700.0,0.339,1,6900.0,1,0,Home,4695000.0,120,9.48,60701.0,1,1,0.797,4.614,0.832,0.526,-27401.0,0.645,0.54,2,0.938,4.0,0.87,55.4,1,1,1
29,Male,Tier-3,Single,0,Bachelor's,Salaried - Private,10,MNC,2,24000.0,7400.0,16600.0,0.153,305800.0,174800.0,4,619,2,5,259000.0,103600.0,0.4,0,0.0,0,0,Business Expansion,308000.0,84,13.05,5612.0,0,1,0.234,1.069,0.363,0.308,10988.0,0.993,0.237,0,0.663,5.0,0.284,12.8,0,1,0
47,Male,Tier-2,Married,2,Diploma,Salaried - Private,28,SME,9,48800.0,21200.0,27600.0,0.057,981700.0,215900.0,26,650,25,5,349000.0,149300.0,0.428,1,4500.0,2,2,Education,325000.0,36,11.89,10778.0,1,0,0.313,0.555,0.405,0.434,12322.0,3.021,0.325,6,0.966,3.11,0.842,6.7,1,0,1
37,Male,Tier-1,Married,2,Master's,Salaried - Private,17,MNC,5,71700.0,32600.0,39100.0,0.168,1128400.0,39200.0,13,609,11,2,141000.0,62200.0,0.441,0,0.0,1,1,Personal,397000.0,36,14.29,13625.0,1,1,0.19,0.461,0.216,0.455,25475.0,2.842,0.227,3,0.809,3.4,0.642,5.5,1,1,0
30,Female,Tier-2,Married,0,Master's,Salaried - PSU,11,SME,3,47200.0,16700.0,30500.0,0.061,316500.0,184900.0,6,648,4,2,104000.0,52700.0,0.507,1,4700.0,0,1,Personal,127000.0,36,14.39,4365.0,0,0,0.192,0.224,0.226,0.354,21435.0,2.492,0.288,1,0.746,3.67,0.416,2.7,0,0,0
33,Male,Tier-2,Married,1,Diploma,Self-Employed - Business,14,Self-Employed,4,42800.0,15900.0,26900.0,0.404,655600.0,254400.0,8,674,8,3,111000.0,56300.0,0.507,2,4500.0,0,0,Vehicle,301000.0,60,9.99,6394.0,1,1,0.255,0.586,0.294,0.371,16006.0,2.178,0.36,0,0.593,3.5,0.568,7.0,1,1,0
65,Male,Tier-3,Married,1,Bachelor's,Salaried - Government,40,Government,12,21400.0,7700.0,13700.0,0.125,484600.0,36500.0,43,726,41,2,177000.0,50400.0,0.285,2,4000.0,2,0,Home,1028000.0,300,8.82,8501.0,1,0,0.584,4.003,0.655,0.36,1199.0,0.471,0.457,4,0.925,3.33,0.966,48.0,1,0,0
